First_Day,First_Day_Date,New York_Optimal_Second_Day,New York_Optimal_Second_Date,New York_Optimal_Value,New York_Day183_Second_Day,New York_Day183_Second_Date,New York_Day183_Value,New York 2024_Optimal_Second_Day,New York 2024_Optimal_Second_Date,New York 2024_Optimal_Value,New York 2024_Day183_Second_Day,New York 2024_Day183_Second_Date,New York 2024_Day183_Value,"Stockholm, Sweden_Optimal_Second_Day","Stockholm, Sweden_Optimal_Second_Date","Stockholm, Sweden_Optimal_Value","Stockholm, Sweden_Day183_Second_Day","Stockholm, Sweden_Day183_Second_Date","Stockholm, Sweden_Day183_Value","Guangzhou, China_Optimal_Second_Day","Guangzhou, China_Optimal_Second_Date","Guangzhou, China_Optimal_Value","Guangzhou, China_Day183_Second_Day","Guangzhou, China_Day183_Second_Date","Guangzhou, China_Day183_Value","Edinburgh, UK_Optimal_Second_Day","Edinburgh, UK_Optimal_Second_Date","Edinburgh, UK_Optimal_Value","Edinburgh, UK_Day183_Second_Day","Edinburgh, UK_Day183_Second_Date","Edinburgh, UK_Day183_Value","Beersheba, Israel_Optimal_Second_Day","Beersheba, Israel_Optimal_Second_Date","Beersheba, Israel_Optimal_Value","Beersheba, Israel_Day183_Second_Day","Beersheba, Israel_Day183_Second_Date","Beersheba, Israel_Day183_Value",Nepal_Optimal_Second_Day,Nepal_Optimal_Second_Date,Nepal_Optimal_Value,Nepal_Day183_Second_Day,Nepal_Day183_Second_Date,Nepal_Day183_Value,"Amsterdam, Netherlands_Optimal_Second_Day","Amsterdam, Netherlands_Optimal_Second_Date","Amsterdam, Netherlands_Optimal_Value","Amsterdam, Netherlands_Day183_Second_Day","Amsterdam, Netherlands_Day183_Second_Date","Amsterdam, Netherlands_Day183_Value","Trondelag, Norway_Optimal_Second_Day","Trondelag, Norway_Optimal_Second_Date","Trondelag, Norway_Optimal_Value","Trondelag, Norway_Day183_Second_Day","Trondelag, Norway_Day183_Second_Date","Trondelag, Norway_Day183_Value",South Korea_Optimal_Second_Day,South Korea_Optimal_Second_Date,South Korea_Optimal_Value,South Korea_Day183_Second_Day,South Korea_Day183_Second_Date,South Korea_Day183_Value,"Gothenburg, Sweden_Optimal_Second_Day","Gothenburg, Sweden_Optimal_Second_Date","Gothenburg, Sweden_Optimal_Value","Gothenburg, Sweden_Day183_Second_Day","Gothenburg, Sweden_Day183_Second_Date","Gothenburg, Sweden_Day183_Value","Yamagata, Japan_Optimal_Second_Day","Yamagata, Japan_Optimal_Second_Date","Yamagata, Japan_Optimal_Value","Yamagata, Japan_Day183_Second_Day","Yamagata, Japan_Day183_Second_Date","Yamagata, Japan_Day183_Value"
95,04/04,272.0,09/28,0.9981454292577335,278,10/04,0.9980687581742932,264.0,09/20,0.9982219352896488,278,10/04,0.9980107552912785,305.0,10/31,0.9983953276502178,278,10/04,0.9977496168582962,297.0,10/23,0.9982320357920332,278,10/04,0.9979335863203893,300.0,10/26,0.998114507977459,278,10/04,0.9976851002521764,272.0,09/28,0.997829195662122,278,10/04,0.9978072426124709,289.0,10/15,0.9975805417373629,278,10/04,0.9975256582706532,290.0,10/16,0.9977408707954678,278,10/04,0.9976817984036412,297.0,10/23,0.9982320357920332,278,10/04,0.9979335863203893,286.0,10/12,0.99846643280544,278,10/04,0.998437327494709,318.0,11/13,0.9980214490431243,278,10/04,0.997698251812577,304.0,10/30,0.99780754331852,278,10/04,0.9973071393327928
96,04/05,272.0,09/28,0.998141055947076,279,10/05,0.9980514135996049,264.0,09/20,0.9982279254055275,279,10/05,0.9979976180836954,306.0,11/01,0.9983877437349675,279,10/05,0.9977642671003616,297.0,10/23,0.9982271500363066,279,10/05,0.9979417851882744,300.0,10/26,0.9981079625953635,279,10/05,0.9976966460999613,273.0,09/29,0.997823402777133,279,10/05,0.9977996288125456,290.0,10/16,0.9975887199497572,279,10/05,0.9975364306881284,291.0,10/17,0.9977396125589468,279,10/05,0.997680590968555,297.0,10/23,0.9982271500363066,279,10/05,0.9979417851882744,286.0,10/12,0.9984635759077279,279,10/05,0.9984369701943806,319.0,11/14,0.9980354687600026,279,10/05,0.9977125901729509,304.0,10/30,0.9978081256571963,279,10/05,0.9973246200003867
97,04/06,272.0,09/28,0.9981363733126964,280,10/06,0.9980342546644894,264.0,09/20,0.9982333798556497,280,10/06,0.9979846101919815,307.0,11/02,0.9983801666047886,280,10/06,0.9977786862284328,298.0,10/24,0.998222168164331,280,10/06,0.9979498237744334,300.0,10/26,0.9981010075290554,280,10/06,0.9977080170505547,273.0,09/29,0.9978169912097861,280,10/06,0.9977920747910038,291.0,10/17,0.9975967710553517,280,10/06,0.9975470522124621,292.0,10/18,0.9977383516506668,280,10/06,0.9976793866355824,298.0,10/24,0.998222168164331,280,10/06,0.9979498237744334,287.0,10/13,0.998460793600355,280,10/06,0.9984364913573909,319.0,11/14,0.9980492665464301,280,10/06,0.9977267023676305,304.0,10/30,0.9978082658630055,280,10/06,0.997341902546188
98,04/07,272.0,09/28,0.9981313806627802,281,10/07,0.9980172809326607,264.0,09/20,0.9982382988425577,281,10/07,0.9979717310700228,307.0,11/02,0.9983727379887827,281,10/07,0.9977928752176224,298.0,10/24,0.9982168896411144,281,10/07,0.997957703388567,300.0,10/26,0.9980936417749757,281,10/07,0.9977192148320633,273.0,09/29,0.9978098369202097,281,10/07,0.997784584104242,291.0,10/17,0.9976048149363095,281,10/07,0.9975575248390885,293.0,10/19,0.9977370889052677,281,10/07,0.997678185785532,298.0,10/24,0.9982168896411144,281,10/07,0.997957703388567,288.0,10/14,0.9984579110770927,281,10/07,0.9984358917762889,320.0,11/15,0.9980629540541645,281,10/07,0.9977405885044857,304.0,10/30,0.9978079641446089,281,10/07,0.9973589894952757
99,04/08,272.0,09/28,0.9981260773149601,282,10/08,0.998000491922657,265.0,09/21,0.9982429003857172,282,10/08,0.9979589801943594,308.0,11/03,0.9983653579652424,282,10/08,0.9978068351325491,298.0,10/24,0.998211169329259,282,10/08,0.9979654254070747,300.0,10/26,0.9980858640621888,282,10/08,0.997730241201828,273.0,09/29,0.9978019425268946,282,10/08,0.9977771599199802,292.0,10/18,0.9976128170486744,282,10/08,0.9975678505548913,294.0,10/20,0.9977356576971896,282,10/08,0.9976769887871783,298.0,10/24,0.998211169329259,282,10/08,0.9979654254070747,288.0,10/14,0.9984550621112522,282,10/08,0.9984351723493275,321.0,11/16,0.9980763591077133,282,10/08,0.997754248878711,304.0,10/30,0.9978072205748272,282,10/08,0.9973758833179829
100,04/09,272.0,09/28,0.9981204625400585,283,10/09,0.9979838870776164,265.0,09/21,0.9982471925807792,283,10/09,0.9979463569803753,309.0,11/04,0.9983579872174592,283,10/09,0.9978205671376132,298.0,10/24,0.9982050062335244,283,10/09,0.9979729911995756,301.0,10/27,0.9980780598040628,283,10/09,0.9977410978369425,274.0,09/30,0.9977938195206073,283,10/09,0.997769805321968,293.0,10/19,0.9976206956745459,283,10/09,0.9975780312261006,295.0,10/21,0.9977340591417526,283,10/09,0.9976757960032396,298.0,10/24,0.9982050062335244,283,10/09,0.9979729911995756,289.0,10/15,0.9984522540282631,283,10/09,0.9984343340517743,321.0,11/16,0.9980896664715464,283,10/09,0.9977676838938313,304.0,10/30,0.9978060349040383,283,10/09,0.9973925863623706
101,04/10,272.0,09/28,0.9981145356375549,284,10/10,0.9979674657974217,265.0,09/21,0.9982509497016181,284,10/10,0.9979338607862954,310.0,11/05,0.9983506268230918,284,10/10,0.9978340725672173,298.0,10/24,0.9981983990717999,284,10/10,0.9979804022122891,301.0,10/27,0.9980699408930396,284,10/10,0.9977517864911244,275.0,10/01,0.997785784705868,284,10/10,0.9977625231496209,293.0,10/19,0.9976284117376256,284,10/10,0.9975880687362637,296.0,10/22,0.9977322943135033,284,10/10,0.9976746078038535,298.0,10/24,0.9981983990717999,284,10/10,0.9979804022122891,290.0,10/16,0.9984493476909816,284,10/10,0.998433377984053,322.0,11/17,0.9981027464000289,284,10/10,0.997780894190963,305.0,10/31,0.9978044355407485,284,10/10,0.9974091009660412
102,04/11,272.0,09/28,0.9981082958754227,285,10/11,0.9979512273788375,265.0,09/21,0.9982541720086244,285,10/11,0.9979214909385244,310.0,11/05,0.9983433297584279,285,10/11,0.997847352836033,299.0,10/25,0.9981916295692148,285,10/11,0.9979876599308118,301.0,10/27,0.9980614075477424,285,10/11,0.9977623088783835,277.0,10/03,0.9977778759269361,285,10/11,0.997755315857507,294.0,10/20,0.9976360771123559,285,10/11,0.9975979649106335,296.0,10/22,0.9977305216403859,285,10/11,0.9976734245340666,299.0,10/25,0.9981916295692148,285,10/11,0.9979876599308118,290.0,10/16,0.998446495412476,285,10/11,0.9984323053369416,322.0,11/17,0.9981156110399898,285,10/11,0.9977938805277451,305.0,10/31,0.9978030264265358,285,10/11,0.9974254293485099
103,04/12,272.0,09/28,0.9981017425050225,286,10/12,0.9979351711105646,265.0,09/21,0.9982568599401246,286,10/12,0.9979092467377462,311.0,11/06,0.9983361670965636,286,10/12,0.9978604094740946,299.0,10/25,0.9981846256617607,286,10/12,0.9979947658748075,301.0,10/27,0.9980524585181665,286,10/12,0.9977726667108614,278.0,10/04,0.9977700793724235,286,10/12,0.997748185860379,295.0,10/21,0.9976434553668689,286,10/12,0.9976077215303248,297.0,10/23,0.9977286009933077,286,10/12,0.9976722465473875,299.0,10/25,0.9981846256617607,286,10/12,0.9979947658748075,291.0,10/17,0.9984436614686025,286,10/12,0.9984311174061374,322.0,11/17,0.9981280786868569,286,10/12,0.9978066438345898,306.0,11/01,0.9978016627385832,286,10/12,0.9974415736949549
104,04/13,273.0,09/29,0.9980949693842694,287,10/13,0.997919296254551,266.0,09/22,0.9982594528720831,287,10/13,0.9978971274544428,312.0,11/07,0.9983290162897487,287,10/13,0.9978732440879148,299.0,10/25,0.998177175261802,287,10/13,0.9980017215705346,301.0,10/27,0.9980430922997298,287,10/13,0.9977828616454426,279.0,10/05,0.9977623640052604,287,10/13,0.997741135331004,295.0,10/21,0.9976508432171595,287,10/13,0.997617340304956,298.0,10/24,0.9977265168094241,287,10/13,0.9976710741776637,299.0,10/25,0.998177175261802,287,10/13,0.9980017215705346,292.0,10/18,0.9984407312766289,287,10/13,0.9984298155672897,322.0,11/17,0.9981401496968433,287,10/13,0.9978191851303638,307.0,11/02,0.997800285731516,287,10/13,0.9974575360599666
105,04/14,273.0,09/29,0.9980880994261555,288,10/14,0.997903601953866,266.0,09/22,0.9982615158131725,288,10/14,0.9978851323247314,313.0,11/08,0.9983218784980243,288,10/14,0.9978858583938658,299.0,10/25,0.9981692770373393,288,10/14,0.9980085286275363,302.0,10/28,0.9980336643504322,288,10/14,0.9977928954714845,280.0,10/06,0.9977547321152094,288,10/14,0.9977341661431027,296.0,10/22,0.9976580115179559,288,10/14,0.9976268230114083,299.0,10/25,0.9977242699810847,288,10/14,0.997669907760548,299.0,10/25,0.9981692770373393,288,10/14,0.9980085286275363,293.0,10/19,0.998437706521112,288,10/14,0.9984284012508867,322.0,11/17,0.9981518242701745,288,10/14,0.9978315056348032,308.0,11/03,0.9977988948739481,288,10/14,0.9974733185434438
106,04/15,273.0,09/29,0.9980809143070237,289,10/15,0.9978880873879115,266.0,09/22,0.9982630455073721,289,10/15,0.9978732605930315,314.0,11/09,0.9983147545933376,289,10/15,0.9978982541181813,299.0,10/25,0.9981609296401627,289,10/15,0.9980151886025727,302.0,10/28,0.998023951165795,289,10/15,0.9978027698067682,281.0,10/07,0.9977471858788091,289,10/15,0.9977272801674941,296.0,10/22,0.9976649952575504,289,10/15,0.9976361712524587,299.0,10/25,0.997721866251219,289,10/15,0.9976687476082468,299.0,10/25,0.9981609296401627,289,10/15,0.9980151886025727,293.0,10/19,0.9984349045518148,289,10/15,0.9984268759500182,322.0,11/17,0.9981631028014185,289,10/15,0.9978436065624896,308.0,11/03,0.9977976837856031,289,10/15,0.9974889230833668
107,04/16,273.0,09/29,0.998073413325964,290,10/16,0.9978727516531604,266.0,09/22,0.9982640424380574,290,10/16,0.9978615114788149,314.0,11/09,0.9983077608550798,290,10/16,0.9979104330796894,300.0,10/26,0.9981523807634449,290,10/16,0.9980217031292586,302.0,10/28,0.9980138177153843,290,10/16,0.9978124863846196,282.0,10/08,0.997739727105467,290,10/16,0.9977204789045748,297.0,10/23,0.9976719520893789,290,10/16,0.997645386707772,300.0,10/26,0.9977194698673735,290,10/16,0.9976675940206637,300.0,10/26,0.9981523807634449,290,10/16,0.9980217031292586,294.0,10/20,0.9984322082013499,290,10/16,0.9984252412159519,322.0,11/17,0.9981739854636688,290,10/16,0.9978554893029957,309.0,11/04,0.9977964898841124,290,10/16,0.9975043516231317
108,04/17,273.0,09/29,0.9980655956046517,291,10/17,0.9978575938404182,267.0,09/23,0.9982647298858083,291,10/17,0.9978498842117688,315.0,11/10,0.9983008342047256,291,10/17,0.9979223971244051,300.0,10/26,0.9981436308337762,291,10/17,0.9980280738164955,302.0,10/28,0.9980032624029191,291,10/17,0.9978220468351622,283.0,10/09,0.9977323575483305,291,10/17,0.9977137638082826,298.0,10/24,0.9976786221658125,291,10/17,0.9976544709516113,301.0,10/27,0.9977169131089147,291,10/17,0.9976664472792618,300.0,10/26,0.9981436308337762,291,10/17,0.9980280738164955,294.0,10/20,0.9984291035379171,291,10/17,0.9984234986376891,322.0,11/17,0.9981844726426886,291,10/17,0.9978671552903416,310.0,11/05,0.9977952792958651,291,10/17,0.9975196060112644
109,04/18,273.0,09/29,0.9980574604129978,292,10/18,0.9978426129792964,267.0,09/23,0.9982651049256328,292,10/18,0.9978383779864911,316.0,11/11,0.9982939225479756,292,10/18,0.9979341481475645,300.0,10/26,0.9981344286699477,292,10/18,0.9980343022840407,302.0,10/28,0.9979922836178727,292,10/18,0.9978314528050262,284.0,10/10,0.997725078662121,292,10/18,0.9977071360947355,298.0,10/24,0.9976852754880075,292,10/18,0.9976634255396091,302.0,10/28,0.9977141966987954,292,10/18,0.9976653076409033,300.0,10/26,0.9981344286699477,292,10/18,0.9980343022840407,294.0,10/20,0.9984256411478494,292,10/18,0.998421649821191,322.0,11/17,0.998194564413528,292,10/18,0.9978786060277924,311.0,11/06,0.9977940513486414,292,10/18,0.9975346880559961
110,04/19,273.0,09/29,0.9980490068623827,293,10/19,0.9978278081192522,268.0,09/24,0.9982640783852252,293,10/19,0.997826992033489,317.0,11/12,0.9982870267025394,293,10/19,0.997945688073941,300.0,10/26,0.9981247726282154,293,10/19,0.9980403901737607,303.0,10/29,0.9979812623702998,293,10/19,0.9978407059589326,286.0,10/12,0.9977179693413294,293,10/19,0.997700596815943,299.0,10/25,0.9976917318062293,293,10/19,0.997672252021072,303.0,10/29,0.997711325311152,293,10/19,0.9976641753482964,300.0,10/26,0.9981247726282154,293,10/19,0.9980403901737607,294.0,10/20,0.9984218202651229,293,10/19,0.9984196964255118,323.0,11/18,0.9982045682418716,293,10/19,0.9978898431202483,311.0,11/06,0.9977930216571603,293,10/19,0.9975495995295426
111,04/20,273.0,09/29,0.9980402342061455,294,10/20,0.9978131782902306,268.0,09/24,0.9982642730294992,294,10/20,0.9978157256254034,318.0,11/13,0.9982801475024501,294,10/20,0.9979570188349906,300.0,10/26,0.9981146612058949,294,10/20,0.9980463391185943,303.0,10/29,0.9979699288386614,294,10/20,0.9978498079344578,287.0,10/13,0.9977109575837441,294,10/20,0.9976941468779219,299.0,10/25,0.9976979795854096,294,10/20,0.9976809518863436,303.0,10/29,0.9977083136996611,294,10/20,0.9976630506230574,300.0,10/26,0.9981146612058949,294,10/20,0.9980463391185943,294.0,10/20,0.9984176401213264,294,10/20,0.9984176401213264,323.0,11/18,0.998214222947891,294,10/20,0.9979008682221018,312.0,11/07,0.9977919826672998,294,10/20,0.9975643421536691
112,04/21,274.0,09/30,0.998031211717608,295,10/21,0.9977977900113384,268.0,09/24,0.9982632610551547,295,10/21,0.9978039715042124,318.0,11/13,0.9982734350064145,295,10/21,0.9979673495093515,301.0,10/27,0.9981043382073049,295,10/21,0.9980502702049853,303.0,10/29,0.997958168056635,295,10/21,0.9978569403922241,288.0,10/14,0.9977040393042311,295,10/21,0.9976865926032208,300.0,10/26,0.9977042206303773,295,10/21,0.9976893592888533,303.0,10/29,0.9977046413805314,295,10/21,0.9976617662267774,301.0,10/27,0.9981043382073049,295,10/21,0.9980502702049853,294.0,10/20,0.9984130998795472,295,10/21,0.9984130116735269,323.0,11/18,0.9982225961514987,295,10/21,0.9979122465610559,313.0,11/08,0.9977909238652514,295,10/21,0.9975782431011953
113,04/22,274.0,09/30,0.9980225198344443,296,10/22,0.9977816470324903,269.0,09/25,0.9982619701795341,296,10/22,0.9977917316793752,319.0,11/14,0.9982667507961617,296,10/22,0.9979766831105724,301.0,10/27,0.9980938171164022,296,10/22,0.9980521900827368,303.0,10/29,0.9979459781040767,296,10/22,0.997862109647154,289.0,10/15,0.9976972152042607,296,10/22,0.9976779384914317,301.0,10/27,0.9977101732465617,296,10/22,0.9976974760586765,304.0,10/30,0.9977008241963685,296,10/22,0.997660322684976,301.0,10/27,0.9980938171164022,296,10/22,0.9980521900827368,295.0,10/21,0.9984086265036827,296,10/22,0.9984058224339755,324.0,11/19,0.9982324749084001,296,10/22,0.9979239790181327,313.0,11/08,0.9977898532949704,296,10/22,0.9975913052953834
114,04/23,275.0,10/01,0.9980140133044543,297,10/23,0.9977647530105583,269.0,09/25,0.9982603399009464,297,10/23,0.9977790081231162,320.0,11/15,0.9982600838207973,297,10/23,0.9979850226029613,301.0,10/27,0.9980817345361819,297,10/23,0.9980521053523156,303.0,10/29,0.9979333571846781,297,10/23,0.9978653219451401,290.0,10/16,0.9976904858193567,297,10/23,0.9976681889224719,302.0,10/28,0.9977158373023465,297,10/23,0.9977053040095264,305.0,10/31,0.9976969035770816,297,10/23,0.9976587204915974,301.0,10/27,0.9980817345361819,297,10/23,0.9980521053523156,295.0,10/21,0.9984038789313273,297,10/23,0.9983960836741997,324.0,11/19,0.9982411420029246,297,10/23,0.9979360664842587,314.0,11/09,0.9977889771356702,297,10/23,0.9976035315533028
115,04/24,276.0,10/02,0.9980055998058694,298,10/24,0.9977471102008239,269.0,09/25,0.9982581797687223,298,10/24,0.9977658036677429,321.0,11/16,0.9982534347210098,298,10/24,0.997992371061442,302.0,10/28,0.998071553060496,298,10/24,0.9980500235714836,303.0,10/29,0.9979203033341852,298,10/24,0.9978665844331734,291.0,10/17,0.997683851566054,298,10/24,0.9976573496900651,302.0,10/28,0.9977218060541303,298,10/24,0.9977128422647045,306.0,11/01,0.9976930281887398,298,10/24,0.9976569600962402,302.0,10/28,0.998071553060496,298,10/24,0.9980500235714836,295.0,10/21,0.9983987681107456,298,10/24,0.9983838115290449,324.0,11/19,0.9982494136251897,298,10/24,0.9979485087182165,315.0,11/10,0.9977880788412818,298,10/24,0.9976149208792786
116,04/25,276.0,10/02,0.9979973540595266,299,10/25,0.9977287209297601,269.0,09/25,0.9982554904278835,299,10/25,0.9977521210515,321.0,11/16,0.9982468042439623,299,10/25,0.9979987315877947,302.0,10/28,0.9980598341497716,299,10/25,0.9980459522161904,303.0,10/29,0.9979035747333299,299,10/25,0.9978659041843088,292.0,10/18,0.997677312703426,299,10/25,0.9976454262948873,303.0,10/29,0.9977276116845953,299,10/25,0.9977200901576899,307.0,11/02,0.9976891965476323,299,10/25,0.9976550419260523,302.0,10/28,0.9980598341497716,299,10/25,0.9980459522161904,295.0,10/21,0.9983932931021646,299,10/25,0.998369021730784,324.0,11/19,0.9982572900735206,299,10/25,0.99796130563801,316.0,11/11,0.9977871581277226,299,10/25,0.9976254725578942
117,04/26,277.0,10/03,0.9979894137327047,300,10/26,0.9977095875567644,270.0,09/26,0.9982523289608514,300,10/26,0.9977379629960765,322.0,11/17,0.9982403468240211,300,10/26,0.9980041072298759,303.0,10/29,0.998047739527006,300,10/26,0.9980398986376712,304.0,10/30,0.997893039195077,300,10/26,0.9978632881380152,293.0,10/19,0.9976708694314558,300,10/26,0.9976324241134685,304.0,10/30,0.9977331321644716,300,10/26,0.9977270471065697,308.0,11/03,0.9976854084987873,300,10/26,0.997652966406597,303.0,10/29,0.998047739527006,300,10/26,0.9980398986376712,295.0,10/21,0.9983874529915039,300,10/26,0.9983517296241271,324.0,11/19,0.9982647714278721,300,10/26,0.997974457216836,316.0,11/11,0.9977862330274222,300,10/26,0.997635186043712
118,04/27,278.0,10/04,0.9979815632005714,301,10/27,0.9976897124773737,270.0,09/26,0.9982490273394604,301,10/27,0.9977233321256599,323.0,11/18,0.9982339075161564,301,10/27,0.998008501038863,303.0,10/29,0.9980356007853782,301,10/27,0.9980318701091528,304.0,10/30,0.9978788512895936,301,10/27,0.9978587431734839,294.0,10/20,0.9976645217510793,301,10/27,0.9976183481491598,304.0,10/30,0.9977385630184241,301,10/27,0.9977337127410678,309.0,11/04,0.9976816638797177,301,10/27,0.9976507339361667,303.0,10/29,0.9980356007853782,301,10/27,0.9980318701091528,295.0,10/21,0.9983812468168615,301,10/27,0.9983319501933164,324.0,11/19,0.998271857880588,301,10/27,0.9979879635759323,317.0,11/12,0.9977854866390993,301,10/27,0.9976440609968951
119,04/28,279.0,10/05,0.997973802692141,302,10/28,0.9976690981537487,270.0,09/26,0.9982451989219331,302,10/28,0.997708231030544,323.0,11/18,0.9982271704417739,302,10/28,0.9980119160894163,303.0,10/29,0.9980229938765687,302,10/28,0.9980218738562849,304.0,10/30,0.997864220704013,302,10/28,0.9978522761146627,294.0,10/20,0.9976574699486724,302,10/28,0.9976032034165843,304.0,10/30,0.9977435115676667,302,10/28,0.9977400867730117,310.0,11/05,0.9976779625114531,302,10/28,0.9976483449162388,303.0,10/29,0.9980229938765687,302,10/28,0.9980218738562849,296.0,10/22,0.9983749580204395,302,10/28,0.9983096981678871,325.0,11/20,0.9982788256603699,302,10/28,0.9980018248955861,318.0,11/13,0.9977847159100176,302,10/28,0.9976520972858631
120,04/29,279.0,10/05,0.9979663384051565,303,10/29,0.9976477466739758,271.0,09/27,0.9982402682934381,303,10/29,0.9976926620055179,323.0,11/18,0.9982199800651552,303,10/29,0.998014355420313,303.0,10/29,0.9980099169200236,303,10/29,0.9980099169200236,304.0,10/30,0.9978491452918086,303,10/29,0.9978438935801525,295.0,10/21,0.9976500414684772,303,10/29,0.9975869945769239,305.0,10/31,0.9977481659881737,303,10/29,0.997746168999006,311.0,11/06,0.9976743041894953,303,10/29,0.9976457997105369,303.0,10/29,0.9980099169200236,303,10/29,0.9980099169200236,296.0,10/22,0.9983685298772511,303,10/29,0.998284987698453,325.0,11/20,0.998285478899361,303,10/29,0.998016041466117,319.0,11/14,0.9977839206608924,303,10/29,0.9976592948770843
121,04/30,280.0,10/06,0.9979663715217277,304,10/30,0.9976309131103538,271.0,09/27,0.9982260263531951,304,10/30,0.997670451081404,323.0,11/18,0.9982188995042921,304,10/30,0.9980248440952381,303.0,10/29,0.9980076914206741,304,10/30,0.9980071833127256,304.0,10/30,0.9978430128891751,304,10/30,0.9978430128891751,295.0,10/21,0.9976211461458733,304,10/30,0.9975512169627645,306.0,11/01,0.9977451927437587,304,10/30,0.9977441870319826,312.0,11/07,0.9976720800850881,304,10/30,0.9976446997616358,303.0,10/29,0.9980076914206741,304,10/30,0.9980071833127256,296.0,10/22,0.9983675073318622,304,10/30,0.9982630119108541,325.0,11/20,0.9982906558400807,304,10/30,0.9980290644354791,319.0,11/14,0.9977884394396721,304,10/30,0.9976725050219178
122,05/01,281.0,10/07,0.9979663696600676,305,10/31,0.9976097255540438,272.0,09/28,0.9982110884386619,305,10/31,0.9976456059815961,323.0,11/18,0.9982174443680291,305,10/31,0.998031114394147,303.0,10/29,0.9980051153908213,305,10/31,0.997995080075399,304.0,10/30,0.9978365278039939,305,10/31,0.9978330628584392,296.0,10/22,0.9975921665633416,305,10/31,0.9975103858208141,307.0,11/02,0.9977422992667717,305,10/31,0.9977414499630051,313.0,11/08,0.9976698657739107,305,10/31,0.9976427621277408,303.0,10/29,0.9980051153908213,305,10/31,0.997995080075399,296.0,10/22,0.9983661761589,305,10/31,0.9982290944638675,325.0,11/20,0.9982954244205897,305,10/31,0.998044648494445,320.0,11/15,0.9977930244450738,305,10/31,0.9976821427588664
123,05/02,281.0,10/07,0.9979666911801668,306,11/01,0.99758889571811,272.0,09/28,0.9981956918594687,306,11/01,0.9976211428299067,324.0,11/19,0.9982157088580522,306,11/01,0.9980372611268338,304.0,10/30,0.9980024250665076,306,11/01,0.9979832238417944,304.0,10/30,0.9978297345553435,306,11/01,0.997823351816635,296.0,10/22,0.9975626606840553,306,11/01,0.9974702477840092,307.0,11/02,0.9977394716034561,306,11/01,0.9977387385060228,314.0,11/09,0.9976676729139066,306,11/01,0.9976408513616877,304.0,10/30,0.9980024250665076,306,11/01,0.9979832238417944,296.0,10/22,0.9983645583796728,306,11/01,0.9981958057548594,325.0,11/20,0.9982997802644462,306,11/01,0.9980599291359139,321.0,11/16,0.9977974989513051,306,11/01,0.9976916723470249
124,05/03,282.0,10/08,0.997967032501169,307,11/02,0.9975683209267556,272.0,09/28,0.998179641013062,307,11/02,0.9975970037286783,324.0,11/19,0.9982140736545557,307,11/02,0.9980432594889695,304.0,10/30,0.9979995897074379,307,11/02,0.9979714735247579,304.0,10/30,0.9978226330445698,307,11/02,0.9978137483100908,297.0,10/23,0.9975328890373074,307,11/02,0.9974307120382123,308.0,11/03,0.9977366954184278,307,11/02,0.9977360452368582,315.0,11/10,0.9976655018713426,307,11/02,0.9976389608447342,304.0,10/30,0.9979995897074379,307,11/02,0.9979714735247579,296.0,10/22,0.9983626539123447,307,11/02,0.9981628831021959,325.0,11/20,0.9983037245013922,307,11/02,0.9980749212050007,321.0,11/16,0.9978019958057078,307,11/02,0.9977010623510475
125,05/04,283.0,10/09,0.9979673608997878,308,11/03,0.9975480006912826,273.0,09/29,0.9981630711146029,308,11/03,0.9975731868742059,324.0,11/19,0.9982120911034802,308,11/03,0.9980491123277423,304.0,10/30,0.9979964498422297,308,11/03,0.9979598315429418,304.0,10/30,0.9978152232899008,308,11/03,0.9978042550634226,297.0,10/23,0.9975023996434387,308,11/03,0.9973917767842574,309.0,11/04,0.9977339369010181,308,11/03,0.9977333700773873,316.0,11/11,0.9976633530819552,308,11/03,0.9976370910060098,304.0,10/30,0.9979964498422297,308,11/03,0.9979598315429418,296.0,10/22,0.9983604628159536,308,11/03,0.9981303327543747,325.0,11/20,0.9983072583576356,308,11/03,0.9980896281824885,322.0,11/17,0.9978065447992299,308,11/03,0.9977103113750704
126,05/05,284.0,10/10,0.9979676771708956,309,11/04,0.997527932419874,273.0,09/29,0.9981462845089142,309,11/04,0.9975496894176819,324.0,11/19,0.9982097613636928,309,11/04,0.9980548222384106,304.0,10/30,0.9979930052163674,309,11/04,0.9979482981659274,304.0,10/30,0.9978075052212916,309,11/04,0.9977948727870221,298.0,10/24,0.997471850526194,309,11/04,0.9973534386841241,310.0,11/05,0.9977311960397094,309,11/04,0.9977307129147504,317.0,11/12,0.9976612269324501,309,11/04,0.9976352421766567,304.0,10/30,0.9979930052163674,309,11/04,0.9979482981659274,297.0,10/23,0.998358130936346,309,11/04,0.9980981551480823,325.0,11/20,0.9983103827279044,309,11/04,0.9981040535940983,323.0,11/18,0.997810980882607,309,11/04,0.9977194179568795
